fighter_name,fight_record,wins_by_knockout,wins_by_submission,first_round_finishes,striking_accuracy,sig_strikes_landed,sig_strikes_attempted,takedown_accuracy,takedowns_landed,takedowns_attempted,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,takedown_avg_per_15min,submission_avg_per_15min,sig_strike_defense,takedown_defense,knockdown_avg,average_fight_time,sig_str_pos_standing_count,sig_str_pos_standing_pct,sig_str_pos_clinch_count,sig_str_pos_clinch_pct,sig_str_pos_ground_count,sig_str_pos_ground_pct,sig_str_target_head_count,sig_str_target_head_pct,sig_str_target_body_count,sig_str_target_body_pct,sig_str_target_leg_count,sig_str_target_leg_pct,win_ko_count,win_ko_pct,win_dec_count,win_dec_pct,win_sub_count,win_sub_pct,source_url,division
SEAN LALLY,8-4-0,null,null,null,39%,62,158,null,null,null,5.34,7.23,0.00,0.00,30%,null,0.00,11:37,57,92%,5,8%,0,0%,69,69%,19,11%,19,19%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/sean-lally,Welterweight
SEAN MCINERNEY,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://www.ufc.com/athlete/sean-mcinerney,Welterweight
SEOKHYEON KO,12-2-0,6,null,4,53%,87,165,53%,6,15,2.90,2.00,4.00,0.50,59%,75%,0.00,15:00,55,63%,6,7%,26,30%,80,80%,13,13%,50,7%,6,50%,6,50%,0,0%,https://www.ufc.com/athlete/seokhyeon-ko,Welterweight
SHAVKAT RAKHMONOV,19-0-0,8,10,9,60%,244,406,26%,2,27,3.25,2.17,1.40,1.20,51%,86%,0.20,10:44,137,56%,59,24%,48,20%,170,70%,64,26%,42,4%,8,42%,1,5%,10,53%,https://www.ufc.com/athlete/shavkat-rakhmonov,Welterweight
SHELDON WESTCOTT,10-3-1,null,null,null,41%,63,155,38%,6,16,2.26,3.73,3.23,0.00,37%,14%,0.00,09:18,10,16%,20,32%,33,52%,76,76%,21,21%,40,3%,4,40%,2,20%,4,40%,https://www.ufc.com/athlete/sheldon-westcott,Welterweight
SIDNEY OUTLAW,9-4-0,null,null,null,33%,2,6,75%,null,4,0.13,0.80,3.00,3.00,71%,null,0.00,15:00,2,100%,0,0%,0,0%,50,50%,50,0%,50,50%,1,13%,4,50%,3,38%,https://www.ufc.com/athlete/sidney-outlaw,Welterweight
SONG KENAN,22-9-0,9,9,13,47%,484,1030,30%,null,10,4.49,5.82,0.42,0.00,51%,74%,0.70,09:48,406,84%,56,12%,22,5%,311,64%,88,18%,88,18%,9,41%,4,18%,9,41%,https://www.ufc.com/athlete/song-kenan,Welterweight
STEPHEN THOMPSON,17-9-1,8,1,5,46%,1293,2810,36%,5,14,4.05,3.00,0.23,0.00,55%,63%,0.47,14:31,1158,90%,88,7%,47,4%,857,66%,305,24%,131,10%,8,47%,8,47%,1,6%,https://www.ufc.com/athlete/stephen-thompson,Welterweight
NUERAJI TAIYILAKE,12-1-0,11,1,9,53%,100,188,33%,1,3,9.82,5.01,1.47,0.00,58%,100%,1.47,05:06,74,74%,1,1%,25,25%,62,62%,27,27%,92,11%,11,92%,0,0%,1,8%,https://www.ufc.com/athlete/taiyilake-nueraji,Welterweight
THEMBA GORIMBO,14-5-0,2,6,5,61%,167,272,65%,2,26,3.15,1.09,4.81,0.57,57%,82%,0.57,08:50,74,44%,53,32%,40,24%,87,52%,57,34%,23,14%,2,14%,6,43%,6,43%,https://www.ufc.com/athlete/themba-gorimbo,Welterweight
TIM MEANS,33-17-1,20,5,4,49%,1457,2968,40%,8,55,5.04,3.65,1.14,0.16,60%,65%,0.57,09:38,1116,77%,202,14%,139,10%,885,61%,409,28%,163,11%,20,61%,8,24%,5,15%,https://www.ufc.com/athlete/tim-means,Welterweight
TREY WATERS,9-2-0,3,3,2,44%,238,538,33%,1,3,6.39,5.83,0.40,0.81,56%,86%,0.00,09:19,234,98%,3,1%,1,0%,209,88%,17,7%,33,5%,3,33%,3,33%,3,33%,https://www.ufc.com/athlete/trey-waters,Welterweight
TY MILLER,1-0-0,null,null,null,34%,84,246,null,null,null,5.60,3.80,0.00,0.00,70%,50%,0.00,15:00,73,87%,11,13%,0,0%,88,88%,11,11%,1,1%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/ty-miller,Welterweight
UROŠ MEDIĆ,11-3-0,9,2,8,61%,227,375,50%,null,2,5.47,3.50,0.36,0.00,56%,56%,2.89,04:37,136,60%,28,12%,63,28%,152,67%,49,22%,82,11%,9,82%,0,0%,2,18%,https://www.ufc.com/athlete/uros-medic,Welterweight
VAL WOODBURN,7-2-0,5,null,3,36%,25,70,100%,null,2,1.60,4.93,1.92,0.00,36%,50%,0.96,07:49,17,68%,5,20%,3,12%,84,84%,8,8%,71,8%,5,71%,2,29%,0,0%,https://www.ufc.com/athlete/val-woodburn,Welterweight
VICENTE LUQUE,23-11-1,11,9,14,52%,1093,2103,52%,6,27,5.02,5.25,0.97,0.69,52%,62%,0.69,09:28,965,88%,62,6%,66,6%,665,61%,282,13%,282,26%,11,48%,3,13%,9,39%,https://www.ufc.com/athlete/vicente-luque,Welterweight
WELLINGTON TURMAN,18-8-0,4,8,8,51%,312,609,21%,4,48,3.23,4.17,1.55,0.78,45%,43%,0.00,10:44,237,76%,51,16%,24,8%,183,59%,65,21%,65,21%,4,22%,6,33%,8,44%,https://www.ufc.com/athlete/wellington-turman,Welterweight
YUSAKU KINOSHITA,6-3-0,4,2,5,50%,89,178,0%,null,1,4.65,5.12,0.00,0.00,52%,50%,0.78,06:23,81,91%,0,0%,8,9%,55,55%,29,16%,67,29%,4,67%,0,0%,2,33%,https://www.ufc.com/athlete/yusaku-kinoshita,Welterweight
ZACH ZANE,12-9-0,null,null,null,57%,13,23,0%,null,1,0.87,6.67,0.00,0.00,20%,26%,0.00,15:00,7,54%,6,46%,0,0%,46,38%,46,46%,15,15%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/zach-zane,Welterweight
