fighter_name,fight_record,wins_by_knockout,wins_by_submission,first_round_finishes,striking_accuracy,sig_strikes_landed,sig_strikes_attempted,takedown_accuracy,takedowns_landed,takedowns_attempted,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,takedown_avg_per_15min,submission_avg_per_15min,sig_strike_defense,takedown_defense,knockdown_avg,average_fight_time,sig_str_pos_standing_count,sig_str_pos_standing_pct,sig_str_pos_clinch_count,sig_str_pos_clinch_pct,sig_str_pos_ground_count,sig_str_pos_ground_pct,sig_str_target_head_count,sig_str_target_head_pct,sig_str_target_body_count,sig_str_target_body_pct,sig_str_target_leg_count,sig_str_target_leg_pct,win_ko_count,win_ko_pct,win_dec_count,win_dec_pct,win_sub_count,win_sub_pct,source_url,division
SEAN O'MALLEY,18-3-0,12,null,9,61%,1069,1747,43%,3,7,6.30,3.48,0.27,0.27,60%,61%,0.71,11:19,1010,94%,22,2%,37,3%,727,68%,250,23%,92,9%,12,67%,5,28%,1,6%,https://www.ufc.com/athlete/sean-omalley,Bantamweight
SERGEY MOROZOV,19-5-0,8,3,6,43%,187,430,32%,7,47,3.01,2.97,3.63,0.00,61%,68%,0.24,12:25,147,79%,17,9%,23,12%,134,72%,27,14%,44,14%,8,44%,7,39%,3,17%,https://www.ufc.com/athlete/sergey-morozov,Bantamweight
SERHIY SIDEY,12-2-0,7,1,4,40%,213,533,25%,null,20,4.49,4.26,1.58,1.26,54%,20%,0.32,11:52,192,90%,19,9%,2,1%,128,60%,60,28%,58,12%,7,58%,4,33%,1,8%,https://www.ufc.com/athlete/serhiy-sidey,Bantamweight
XIAO LONG,27-10-0,5,9,5,46%,454,979,25%,2,16,5.25,4.20,0.69,0.00,50%,80%,0.17,14:25,309,68%,125,28%,20,4%,278,61%,113,25%,63,14%,5,19%,13,48%,9,33%,https://www.ufc.com/athlete/shiyao-ron,Bantamweight
SHUYA KAMIKUBO,1-1-0,null,null,null,55%,115,210,16%,null,19,3.83,4.90,1.50,0.50,47%,null,0.00,15:00,74,64%,32,28%,9,8%,71,62%,40,35%,4,3%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/shuya-kamikubo,Bantamweight
STEVE ERCEG,13-4-0,2,6,5,46%,418,910,28%,3,29,4.00,3.79,1.15,0.43,52%,63%,0.14,14:56,362,87%,47,11%,9,2%,288,69%,87,21%,43,10%,2,15%,5,38%,6,46%,https://www.ufc.com/athlete/steve-erceg,Bantamweight
STEVEN KOSLOW,6-1-0,null,6,6,38%,11,29,56%,5,9,0.77,3.73,5.28,1.06,40%,null,0.00,14:13,8,73%,1,9%,2,18%,73,73%,18,9%,18,18%,0,0%,0,0%,6,100%,https://www.ufc.com/athlete/steven-koslow,Bantamweight
SUYOUNG YOU,16-3-0,3,5,6,47%,171,365,48%,2,40,2.28,1.96,3.80,0.40,70%,67%,0.00,15:00,150,88%,16,9%,5,3%,122,71%,25,15%,24,14%,3,19%,8,50%,5,31%,https://www.ufc.com/athlete/suyoung-yu,Bantamweight
TERRENCE MITCHELL,15-4-0,8,6,12,35%,9,26,50%,1,2,2.21,8.85,3.69,0.00,42%,null,0.00,02:02,6,67%,2,22%,1,11%,89,89%,11,11%,53,0%,8,53%,1,7%,6,40%,https://www.ufc.com/athlete/terrence-mitchell,Bantamweight
TOSHIOMI KAZAMA,11-5-0,3,6,6,53%,46,86,16%,null,25,1.49,4.56,1.94,0.97,38%,67%,0.00,06:11,29,63%,11,24%,6,13%,63,63%,22,22%,27,15%,3,27%,2,18%,6,55%,https://www.ufc.com/athlete/toshiomi-kazama,Bantamweight
ORON KAHLON,0-1-0,null,null,null,38%,12,32,null,null,null,0.85,4.93,0.00,0.00,36%,40%,0.00,14:12,11,92%,1,8%,0,0%,50,17%,50,50%,33,33%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/trevin-dzhayls-1,Bantamweight
JAVID BASHARAT,14-2-0,5,6,8,54%,451,837,41%,null,22,5.41,2.96,1.62,0.18,62%,84%,0.00,11:55,339,75%,31,7%,81,18%,265,59%,127,28%,59,13%,5,36%,3,21%,6,43%,https://www.ufc.com/athlete/trevin-dzhayls-4,Bantamweight
CRISTIAN QUIÑONEZ,18-5-0,10,3,5,40%,137,339,38%,null,8,4.19,4.55,1.37,0.00,55%,84%,0.46,08:11,124,91%,9,7%,4,3%,104,76%,27,4%,56,20%,10,56%,5,28%,3,17%,https://www.ufc.com/athlete/trevin-dzhayls-6,Bantamweight
UMAR NURMAGOMEDOV,18-1-0,2,7,5,57%,423,740,40%,6,53,4.38,2.15,3.26,0.31,61%,79%,0.16,13:48,278,66%,25,6%,120,28%,291,69%,82,19%,50,12%,2,11%,9,50%,7,39%,https://www.ufc.com/athlete/umar-nurmagomedov,Bantamweight
VICTOR HENRY,25-7-0,7,8,5,53%,621,1168,43%,null,14,7.17,5.19,1.04,0.35,48%,81%,0.52,12:22,507,82%,82,13%,32,5%,356,57%,200,32%,65,10%,7,28%,10,40%,8,32%,https://www.ufc.com/athlete/victor-henry,Bantamweight
VICTOR MADRIGAL,0-1-0,null,null,null,39%,7,18,0%,null,1,2.31,9.56,0.00,0.00,51%,null,0.00,03:02,7,100%,0,0%,0,0%,71,71%,14,14%,14,14%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/victor-madrigal,Bantamweight
VINCE MORALES,16-10-0,7,5,5,38%,548,1449,40%,null,15,3.57,4.00,0.59,0.49,54%,59%,0.29,12:47,480,88%,40,7%,28,5%,359,66%,136,25%,53,10%,7,44%,4,25%,5,31%,https://www.ufc.com/athlete/vince-morales,Bantamweight
VINICIUS OLIVEIRA,23-3-0,16,2,14,43%,331,766,50%,2,14,5.28,2.89,1.67,0.24,58%,80%,0.72,12:33,282,85%,11,3%,38,11%,180,54%,78,22%,78,24%,16,70%,5,22%,2,9%,https://www.ufc.com/athlete/vinicius-oliveira,Bantamweight
WILLIAN SOUZA,0-0-0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,00:00,0,0,0,0,0,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,https://www.ufc.com/athlete/willian-souza,Bantamweight
SONG YADONG,22-8-1,9,3,7,44%,898,2048,38%,1,21,4.58,4.00,0.61,0.15,56%,74%,0.54,13:05,765,85%,56,6%,77,9%,566,63%,176,20%,156,17%,9,41%,10,45%,3,14%,https://www.ufc.com/athlete/yadong-song,Bantamweight
